Octopus_Gene	Human_Homolog	Percentage	E-value_octo2human
Ocbimv22030770m	PAXIP1	40.833	98.7
Ocbimv22018320m	VPS33B	27.473	98.7
Ocbimv22010976m	ARL6IP4	72.549	98.8
Ocbimv22036092m	CAP2	57.627	98.8
Ocbimv22029317m	ODAD3	32.857	98.8
Ocbimv22027211m	BYSL	74.51	99.0
Ocbimv22014564m	MBTPS1	62.5	99.1
Ocbimv22016713m	SQOR	62.295	99.1
Ocbimv22012714m	HIKESHI	58.73	99.1
Ocbimv22014974m	DPYSL3	56.164	99.1
Ocbimv22002568m	SLC13A1	52.778	99.1
Ocbimv22007493m	WDR75	50.0	99.1
Ocbimv22039445m	TANC1	47.191	99.1
Ocbimv22016804m	PEX12	46.914	99.1
Ocbimv22006815m	TENM4	46.25	99.1
Ocbimv22019792m	TIMM29	27.108	99.1
Ocbimv22004181m	RGN	46.835	99.2
Ocbimv22032650m	VPS11	76.923	99.6
Ocbimv22014274m	CEP104	66.667	99.6
Ocbimv22033937m	COX19	64.912	99.6
Ocbimv22021482m	GTDC1	62.069	99.6
Ocbimv22012785m	MSRA	60.714	99.6
Ocbimv22012787m	MSRA	60.714	99.6
Ocbimv22012789m	MSRA	60.714	99.6
Ocbimv22002520m	RHBDF2	60.0	99.6
Ocbimv22006305m	RBAK	59.677	99.6
Ocbimv22021807m	ZSCAN20	59.016	99.6
Ocbimv22023851m	ATG14	53.333	99.6
Ocbimv22013560m	UBIAD1	51.22	99.6
Ocbimv22013561m	UBIAD1	51.22	99.6
Ocbimv22006390m	NCKAP5L	48.315	99.6
Ocbimv22016924m	RELCH	47.778	99.6
Ocbimv22003349m	UFL1	43.158	99.6
Ocbimv22023932m	TTI2	39.604	99.6
Ocbimv22028354m	TARBP1	36.842	99.6
Ocbimv22000139m	IBTK	36.134	99.6
Ocbimv22028623m	TSG101	69.355	99.8
Ocbimv22001431m	ZNF14	27.972	99.8
Ocbimv22001432m	ZNF14	27.972	99.8
Ocbimv22001433m	ZNF14	27.972	99.8
Ocbimv22001434m	ZNF14	27.972	99.8
Ocbimv22028353m	TARBP1	88.889	100.0
Ocbimv22004231m	H4C7	85.455	100.0
Ocbimv22015743m	ITPR2	80.0	100.0
Ocbimv22020318m	TAF10	79.167	100.0
Ocbimv22001979m	PSMD3	78.846	100.0
Ocbimv22024380m	RPL30	78.723	100.0
Ocbimv22000712m	RPS3	76.923	100.0
Ocbimv22013189m	SF1	76.471	100.0
Ocbimv22003621m	UROD	75.926	100.0
Ocbimv22015361m	TESK1	74.576	100.0
Ocbimv22012171m	IFT57	73.214	100.0
Ocbimv22007624m	PCK2	72.549	100.0
Ocbimv22016948m	TMEM104	68.333	100.0
Ocbimv22000048m	GPATCH1	67.797	100.0
Ocbimv22000185m	THYN1	64.286	100.0
Ocbimv22017891m	IRF2BP1	61.017	100.0
Ocbimv22024546m	ZKSCAN7	57.576	100.0
Ocbimv22009179m	GDPD1	56.923	100.0
Ocbimv22017590m	ZNF383	55.385	100.0
Ocbimv22006583m	PFDN1	55.128	100.0
Ocbimv22031436m	NPL	54.667	100.0
Ocbimv22003103m	KAT8	54.412	100.0
Ocbimv22003104m	KAT8	54.412	100.0
Ocbimv22003105m	KAT8	54.412	100.0
Ocbimv22022036m	FCSK	54.098	100.0
Ocbimv22000301m	DCDC1	53.75	100.0
Ocbimv22000431m	ELOVL5	52.941	100.0
Ocbimv22011521m	AAR2	52.857	100.0
Ocbimv22011523m	AAR2	52.857	100.0
Ocbimv22016165m	SLC2A12	50.549	100.0
Ocbimv22024425m	RRP12	50.0	100.0
Ocbimv22028252m	CMSS1	47.5	100.0
Ocbimv22030652m	PLEC	46.067	100.0
Ocbimv22038251m	TRPC1	44.33	100.0
Ocbimv22006620m	MELK	41.0	100.0
Ocbimv22025546m	CD2BP2	40.698	100.0
Ocbimv22015835m	GCLC	38.947	100.0
Ocbimv22015836m	GCLC	38.947	100.0
Ocbimv22028207m	ZNF629	38.835	100.0
Ocbimv22013412m	HDHD3	36.752	100.0
Ocbimv22033767m	NOM1	34.167	100.0
Ocbimv22004425m	CRYZ	33.099	100.0
Ocbimv22034361m	EIF5	85.417	101.0
Ocbimv22034362m	EIF5	85.417	101.0
Ocbimv22034364m	EIF5	85.417	101.0
Ocbimv22038080m	TRIM37	80.435	101.0
Ocbimv22038081m	TRIM37	80.435	101.0
Ocbimv22030932m	RPL35A	80.0	101.0
Ocbimv22018786m	CHMP5	78.182	101.0
Ocbimv22026167m	CAMK2D	69.643	101.0
Ocbimv22026168m	CAMK2D	69.643	101.0
Ocbimv22021806m	GLDC	69.091	101.0
Ocbimv22025888m	RBM48	66.102	101.0
Ocbimv22011816m	RPL28	65.574	101.0
Ocbimv22011817m	RPL28	65.574	101.0
Ocbimv22011818m	RPL28	65.574	101.0
Ocbimv22002629m	ANAPC13	62.903	101.0
Ocbimv22002630m	ANAPC13	62.903	101.0
Ocbimv22006146m	SLU7	62.903	101.0
Ocbimv22000058m	ZNF34	62.5	101.0
Ocbimv22039526m	ZNF329	61.905	101.0
Ocbimv22025207m	ZSCAN21	61.667	101.0
Ocbimv22022614m	MIOX	60.317	101.0
Ocbimv22011408m	DPH1	58.571	101.0
Ocbimv22035068m	ZNF324	58.462	101.0
Ocbimv22016423m	SUPT3H	57.746	101.0
Ocbimv22027382m	AFG1L	56.923	101.0
Ocbimv22007738m	ZNF345	56.716	101.0
Ocbimv22015866m	DAXX	53.659	101.0
Ocbimv22038057m	C2CD3	51.22	101.0
Ocbimv22038058m	C2CD3	51.22	101.0
Ocbimv22030607m	KCNN2	50.649	101.0
Ocbimv22011160m	SUPT7L	50.575	101.0
Ocbimv22018431m	TALDO1	50.0	101.0
Ocbimv22025392m	CRYL1	48.81	101.0
Ocbimv22018390m	TLCD5	48.148	101.0
Ocbimv22007953m	ZNF99	48.101	101.0
Ocbimv22011224m	FGD6	46.154	101.0
Ocbimv22037282m	C6orf120	46.154	101.0
Ocbimv22029154m	PGLYRP2	45.882	101.0
Ocbimv22007917m	APEH	45.783	101.0
Ocbimv22012330m	ADPGK	43.81	101.0
Ocbimv22010486m	DNMT3L	42.683	101.0
Ocbimv22010487m	DNMT3L	42.683	101.0
Ocbimv22021249m	AOPEP	42.308	101.0
Ocbimv22003057m	TMEM69	40.187	101.0
Ocbimv22011624m	NRK	33.929	101.0
Ocbimv22016863m	ASCC2	33.088	101.0
Ocbimv22018177m	RPS28	91.304	102.0
Ocbimv22039280m	STEEP1	80.282	102.0
Ocbimv22035895m	SNRPE	80.0	102.0
Ocbimv22007186m	H4C7	78.947	102.0
Ocbimv22007401m	H4C7	78.947	102.0
Ocbimv22033795m	NEMF	71.93	102.0
Ocbimv22039654m	FNTA	69.811	102.0
Ocbimv22005232m	PRODH2	69.643	102.0
Ocbimv22020023m	RPS19	69.091	102.0
Ocbimv22014988m	ZNF619	68.421	102.0
Ocbimv22034803m	AARSD1	67.692	102.0
Ocbimv22029788m	TMEM165	67.241	102.0
Ocbimv22037121m	RPL7	67.089	102.0
Ocbimv22005044m	JUNB	63.953	102.0
Ocbimv22031479m	COPS2	63.768	102.0
Ocbimv22004414m	PRIM1	63.333	102.0
Ocbimv22018400m	SRP68	62.5	102.0
Ocbimv22004034m	ZNF320	61.29	102.0
Ocbimv22019144m	ZFP30	59.016	102.0
Ocbimv22039764m	ZNF567	58.209	102.0
Ocbimv22026715m	IQSEC2	56.522	102.0
Ocbimv22026716m	IQSEC2	56.522	102.0
Ocbimv22036464m	ZNF461	53.846	102.0
Ocbimv22006298m	ARL14EPL	53.333	102.0
Ocbimv22009607m	SUPT5H	53.247	102.0
Ocbimv22009608m	SUPT5H	53.247	102.0
Ocbimv22009609m	SUPT5H	53.247	102.0
Ocbimv22009657m	CABLES2	52.055	102.0
Ocbimv22009658m	CABLES2	52.055	102.0
Ocbimv22004559m	BZW1	51.948	102.0
Ocbimv22004560m	BZW1	51.948	102.0
Ocbimv22016575m	GOT1L1	51.807	102.0
Ocbimv22022855m	CADPS	49.367	102.0
Ocbimv22003265m	BOLA1	48.889	102.0
Ocbimv22003266m	BOLA1	48.889	102.0
Ocbimv22036870m	MAP3K4	48.81	102.0
Ocbimv22025492m	TAF8	47.674	102.0
Ocbimv22013096m	PALD1	46.154	102.0
Ocbimv22031831m	TACC2	45.283	102.0
Ocbimv22013451m	NUDT18	44.944	102.0
Ocbimv22028222m	TPMT	40.594	102.0
Ocbimv22028224m	TPMT	40.594	102.0
Ocbimv22032124m	C5orf51	40.0	102.0
Ocbimv22019577m	MFSD1	29.94	102.0
Ocbimv22021563m	SEC61B	95.349	103.0
Ocbimv22031761m	SLC4A1AP	77.358	103.0
Ocbimv22038073m	SLC25A36	70.968	103.0
Ocbimv22026276m	GNPDA2	70.37	103.0
Ocbimv22029170m	SYMPK	61.194	103.0
Ocbimv22034673m	ZNF382	60.606	103.0
Ocbimv22028096m	ADRM1	58.571	103.0
Ocbimv22028171m	ATIC	58.571	103.0
Ocbimv22039828m	SGPL1	58.462	103.0
Ocbimv22017579m	GNPAT	57.971	103.0
Ocbimv22006367m	TOPORS	56.25	103.0
Ocbimv22006368m	TOPORS	56.25	103.0
Ocbimv22030914m	ISOC1	56.164	103.0
Ocbimv22004183m	RGN	55.556	103.0
Ocbimv22033316m	ZNF382	54.667	103.0
Ocbimv22021367m	CEP112	54.545	103.0
Ocbimv22022038m	ZNF121	54.412	103.0
Ocbimv22036373m	DENND6B	54.412	103.0
Ocbimv22036374m	DENND6B	54.412	103.0
Ocbimv22022410m	TMEM98	52.5	103.0
Ocbimv22022411m	TMEM98	52.5	103.0
Ocbimv22022921m	ZNF451	48.75	103.0
Ocbimv22017474m	BPGM	48.718	103.0
Ocbimv22017475m	BPGM	48.718	103.0
Ocbimv22003047m	GCLC	48.276	103.0
Ocbimv22012142m	UBASH3A	46.988	103.0
Ocbimv22015266m	PSMG2	46.667	103.0
Ocbimv22004180m	RGN	46.341	103.0
Ocbimv22004177m	RGN	45.57	103.0
Ocbimv22022301m	CLSPN	45.455	103.0
Ocbimv22022302m	CLSPN	45.455	103.0
Ocbimv22031832m	TACC2	45.283	103.0
Ocbimv22000065m	GCLC	43.75	103.0
Ocbimv22002319m	AADAT	41.837	103.0
Ocbimv22003049m	GCLC	41.379	103.0
Ocbimv22003050m	GCLC	41.379	103.0
Ocbimv22012502m	ZNF90	39.604	103.0
Ocbimv22012503m	ZNF90	39.604	103.0
Ocbimv22007374m	UBE4A	30.556	103.0
Ocbimv22007375m	UBE4A	30.556	103.0
Ocbimv22017573m	NFYB	86.275	104.0
Ocbimv22025833m	ATG3	79.592	104.0
Ocbimv22019996m	SRRM1	69.841	104.0
Ocbimv22019997m	SRRM1	69.841	104.0
Ocbimv22011522m	AAR2	67.857	104.0
Ocbimv22015473m	ZNF181	64.407	104.0
Ocbimv22009755m	description:novel	63.889	104.0
Ocbimv22027506m	DCTN6	62.687	104.0
Ocbimv22029161m	EIF3C	62.5	104.0
Ocbimv22006018m	WBP11	62.105	104.0
Ocbimv22003662m	PLD2	61.765	104.0
Ocbimv22020017m	ANKZF1	59.42	104.0
Ocbimv22034690m	ZNF383	57.971	104.0
Ocbimv22021673m	ZNF23	57.576	104.0
Ocbimv22005834m	ZNF30	57.534	104.0
Ocbimv22008567m	EXOC2	57.333	104.0
Ocbimv22001888m	MRPL16	55.814	104.0
Ocbimv22016499m	ZSCAN20	55.714	104.0
Ocbimv22016094m	ZNF672	55.224	104.0
Ocbimv22027890m	ZNF558	54.795	104.0
Ocbimv22026734m	COA6	52.857	104.0
Ocbimv22038414m	ZNF888	52.564	104.0
Ocbimv22009655m	CABLES2	52.0	104.0
Ocbimv22009656m	CABLES2	52.0	104.0
Ocbimv22002861m	ZFP62	51.948	104.0
Ocbimv22028540m	FANCL	51.25	104.0
Ocbimv22008080m	ARL14EPL	50.769	104.0
Ocbimv22037802m	ERICH3	50.515	104.0
Ocbimv22015438m	HES4	50.0	104.0
Ocbimv22034143m	LYRM1	50.0	104.0
Ocbimv22006703m	EIF3K	49.398	104.0
Ocbimv22006723m	PGAP4	48.864	104.0
Ocbimv22006724m	PGAP4	48.864	104.0
Ocbimv22017656m	TOMM22	48.246	104.0
Ocbimv22021008m	MALT1	46.602	104.0
Ocbimv22036564m	COA7	46.154	104.0
Ocbimv22014099m	TMEM8B	45.977	104.0
Ocbimv22032206m	C1D	45.833	104.0
Ocbimv22012181m	WTAP	45.714	104.0
Ocbimv22033401m	XRCC5	45.133	104.0
Ocbimv22030408m	ZNF443	43.333	104.0
Ocbimv22000023m	DNAAF9	42.045	104.0
Ocbimv22013792m	FBXO10	39.316	104.0
Ocbimv22023714m	CTNNB1	93.75	105.0
Ocbimv22032346m	RPL15	88.136	105.0
Ocbimv22025753m	SNRNP70	86.275	105.0
Ocbimv22039821m	FOXRED2	69.091	105.0
Ocbimv22039822m	FOXRED2	69.091	105.0
Ocbimv22021666m	RPS7	65.217	105.0
Ocbimv22028659m	PCMTD2	65.0	105.0
Ocbimv22013654m	INO80D	63.492	105.0
Ocbimv22013655m	INO80D	63.492	105.0
Ocbimv22013656m	INO80D	63.492	105.0
Ocbimv22003380m	TRAPPC4	62.903	105.0
Ocbimv22026689m	ZC2HC1A	62.195	105.0
Ocbimv22026691m	ZC2HC1A	62.195	105.0
Ocbimv22021646m	ZNF461	61.29	105.0
Ocbimv22034855m	ZNF888	60.938	105.0
Ocbimv22005749m	PEX3	59.459	105.0
Ocbimv22026170m	CAMK2D	58.333	105.0
Ocbimv22026171m	CAMK2D	58.333	105.0
Ocbimv22009071m	ZNF778	58.209	105.0
Ocbimv22004859m	ZNF239	57.971	105.0
Ocbimv22033054m	CBS	57.333	105.0
Ocbimv22007128m	ZFP90	57.143	105.0
Ocbimv22031269m	PYGO2	55.882	105.0
Ocbimv22032590m	description:novel	55.405	105.0
Ocbimv22039217m	TPMT	55.072	105.0
Ocbimv22019140m	FOXRED2	53.846	105.0
Ocbimv22038925m	NOTUM	53.623	105.0
Ocbimv22019968m	PHF14	53.425	105.0
Ocbimv22027475m	ZNF354A	53.165	105.0
Ocbimv22023725m	EDEM3	52.5	105.0
Ocbimv22023028m	CFAP298	51.685	105.0
Ocbimv22005592m	ZNF135	50.649	105.0
Ocbimv22029597m	GGACT	50.0	105.0
Ocbimv22034889m	LIPA	50.0	105.0
Ocbimv22022696m	ZNF70	48.75	105.0
Ocbimv22018667m	VPS54	48.352	105.0
Ocbimv22036255m	ZNF92	47.727	105.0
Ocbimv22018223m	FBXO21	47.368	105.0
Ocbimv22018224m	FBXO21	47.368	105.0
Ocbimv22021667m	PEX13	47.368	105.0
Ocbimv22004830m	PRDM9	46.914	105.0
Ocbimv22004831m	PRDM9	46.914	105.0
Ocbimv22007573m	COMMD10	46.512	105.0
Ocbimv22039268m	FRY	44.33	105.0
Ocbimv22029998m	TULP4	43.75	105.0
Ocbimv22008882m	RWDD2A	39.0	105.0
Ocbimv22013578m	ARMC9	38.462	105.0
Ocbimv22013579m	ARMC9	38.462	105.0
Ocbimv22007045m	CNPPD1	38.095	105.0
Ocbimv22012538m	ZNF93	36.697	105.0
Ocbimv22012539m	ZNF93	36.697	105.0
Ocbimv22024424m	RRP12	31.343	105.0
Ocbimv22037489m	ST7	89.13	106.0
Ocbimv22006045m	NFIX	87.234	106.0
Ocbimv22018342m	ZMIZ1	69.492	106.0
Ocbimv22011520m	AAR2	65.0	106.0
Ocbimv22009108m	PPIP5K2	63.492	106.0
Ocbimv22009109m	PPIP5K2	63.492	106.0
Ocbimv22015782m	POFUT2	62.5	106.0
Ocbimv22005117m	GTF2E2	62.121	106.0
Ocbimv22006485m	DDRGK1	60.274	106.0
Ocbimv22015907m	ZNF559-ZNF177	57.971	106.0
Ocbimv22004184m	RCL1	57.534	106.0
Ocbimv22015609m	ADAL	57.534	106.0
Ocbimv22036173m	VPS25	56.944	106.0
Ocbimv22028417m	ZFP28	56.061	106.0
Ocbimv22036734m	RCE1	54.054	106.0
Ocbimv22007740m	ZKSCAN3	53.425	106.0
Ocbimv22031459m	HCLS1	52.239	106.0
Ocbimv22009493m	YJEFN3	51.807	106.0
Ocbimv22021779m	STARD8	45.882	106.0
Ocbimv22023626m	WLS	45.0	106.0
Ocbimv22038662m	MFSD9	44.554	106.0
Ocbimv22010841m	GMEB1	44.444	106.0
Ocbimv22011031m	OTUB2	40.952	106.0
Ocbimv22001656m	PRADC1	39.231	106.0
Ocbimv22003431m	ZMYM6	37.692	106.0
Ocbimv22039756m	PRDM10	29.63	106.0
Ocbimv22027341m	RPL5	85.714	107.0
Ocbimv22031601m	POLR2D	84.932	107.0
Ocbimv22010194m	NBEA	73.77	107.0
Ocbimv22015997m	EIF4H	73.684	107.0
Ocbimv22010257m	HDHD5	69.841	107.0
Ocbimv22030343m	DNALI1	65.0	107.0
Ocbimv22010432m	MRPS31	62.903	107.0
Ocbimv22033253m	XPA	62.903	107.0
Ocbimv22006652m	MYNN	62.5	107.0
Ocbimv22010071m	ZNF765	60.0	107.0
Ocbimv22022004m	ZNF30	59.091	107.0
Ocbimv22015469m	ZNF208	56.944	107.0
Ocbimv22025698m	GNPNAT1	56.757	107.0
Ocbimv22020024m	N6AMT1	56.579	107.0
Ocbimv22009529m	LSM3	55.814	107.0
Ocbimv22000266m	HYI	55.385	107.0
Ocbimv22012043m	ZNF713	55.072	107.0
Ocbimv22022761m	WASH6P	53.947	107.0
Ocbimv22029537m	TADA1	52.941	107.0
Ocbimv22000393m	ZNF473	52.439	107.0
Ocbimv22002339m	ZNF606	49.383	107.0
Ocbimv22015818m	ZNF419	47.059	107.0
Ocbimv22011356m	CTCFL	46.512	107.0
Ocbimv22000203m	PIK3R2	46.078	107.0
Ocbimv22032821m	ZNF850	44.792	107.0
Ocbimv22002590m	ABT1	43.82	107.0
Ocbimv22029286m	SETMAR	43.011	107.0
Ocbimv22013647m	PGAM5	41.88	107.0
Ocbimv22035236m	TRUB2	39.423	107.0
Ocbimv22035237m	TRUB2	39.423	107.0
Ocbimv22021339m	ZNF69	38.614	107.0
Ocbimv22012156m	PLPP7	35.246	107.0
Ocbimv22026797m	CCDC171	33.333	107.0
Ocbimv22036925m	ST7	93.478	108.0
Ocbimv22003329m	TNRC18	75.51	108.0
Ocbimv22032064m	HMGCLL1	73.333	108.0
Ocbimv22032065m	HMGCLL1	73.333	108.0
Ocbimv22004389m	GLDC	71.014	108.0
Ocbimv22037023m	THOC1	70.69	108.0
Ocbimv22039960m	BAHD1	69.492	108.0
Ocbimv22033560m	NDUFAB1	68.852	108.0
Ocbimv22009847m	ZGLP1	67.857	108.0
Ocbimv22004220m	ZSCAN29	60.938	108.0
Ocbimv22005808m	TADA3	59.722	108.0
Ocbimv22005809m	TADA3	59.722	108.0
Ocbimv22005810m	TADA3	59.722	108.0
Ocbimv22027709m	STIMATE	59.722	108.0
Ocbimv22027073m	COMMD2	58.904	108.0
Ocbimv22011509m	GTF2H5	58.571	108.0
Ocbimv22031460m	HCLS1	56.923	108.0
Ocbimv22001810m	SYN1	56.25	108.0
Ocbimv22016574m	MSANTD3	56.164	108.0
Ocbimv22018700m	ZNF154	55.714	108.0
Ocbimv22023077m	INTS13	55.263	108.0
Ocbimv22034802m	PTGES3L-AARSD1	55.0	108.0
Ocbimv22015011m	CUEDC2	53.846	108.0
Ocbimv22020437m	CDO1	53.333	108.0
Ocbimv22013835m	KIF17	49.383	108.0
Ocbimv22015542m	SAMD4A	48.889	108.0
Ocbimv22032558m	KHK	47.126	108.0
Ocbimv22021005m	UTP18	46.237	108.0
Ocbimv22028054m	DNAJC28	46.237	108.0
Ocbimv22026081m	ZNF236	43.158	108.0
Ocbimv22029824m	SAP130	41.584	108.0
Ocbimv22029825m	SAP130	41.584	108.0
Ocbimv22012712m	CWH43	39.053	108.0
Ocbimv22004433m	ZNF26	38.532	108.0
Ocbimv22000861m	SPATA17	36.885	108.0
Ocbimv22011965m	ABCG4	35.252	108.0
Ocbimv22012284m	SFI1	30.303	108.0
Ocbimv22009922m	EIF1AY	86.275	109.0
Ocbimv22008761m	PPP2R1B	85.714	109.0
Ocbimv22006611m	CDC14A	76.0	109.0
Ocbimv22016040m	TET2	72.414	109.0
Ocbimv22016325m	C2CD5	71.93	109.0
Ocbimv22016326m	C2CD5	71.93	109.0
Ocbimv22029976m	DPYD	69.643	109.0
Ocbimv22030018m	NOSIP	69.091	109.0
Ocbimv22036409m	GFER	65.517	109.0
Ocbimv22034216m	ONECUT3	64.935	109.0
Ocbimv22024248m	NDUFS4	61.194	109.0
Ocbimv22005807m	TADA3	59.722	109.0
Ocbimv22032258m	TMEM120A	59.459	109.0
Ocbimv22032259m	TMEM120A	59.459	109.0
Ocbimv22011067m	ZNF678	58.108	109.0
Ocbimv22004159m	APTX	57.143	109.0
Ocbimv22006643m	CDC25A	57.143	109.0
Ocbimv22038210m	EGR1	57.143	109.0
Ocbimv22019273m	NDUFA9	56.757	109.0
Ocbimv22036170m	AASDHPPT	56.098	109.0
Ocbimv22012422m	WASF1	53.933	109.0
Ocbimv22012423m	WASF1	53.933	109.0
Ocbimv22012424m	WASF1	53.933	109.0
Ocbimv22012425m	WASF1	53.933	109.0
Ocbimv22037448m	ZNF560	53.659	109.0
Ocbimv22008572m	CRBN	52.0	109.0
Ocbimv22008574m	CRBN	52.0	109.0
Ocbimv22008575m	CRBN	52.0	109.0
Ocbimv22039706m	NAB2	51.685	109.0
Ocbimv22002001m	NUDCD2	50.0	109.0
Ocbimv22008617m	ATP23	47.778	109.0
Ocbimv22006260m	NCAPG	46.535	109.0
Ocbimv22026076m	MYNN	46.237	109.0
Ocbimv22003113m	ZNF236	45.652	109.0
Ocbimv22019150m	ZNF587B	45.349	109.0
Ocbimv22014801m	BICRA	39.706	109.0
Ocbimv22009024m	IFT74	35.606	109.0
Ocbimv22009025m	IFT74	35.606	109.0
Ocbimv22000784m	DPY30	78.947	110.0
Ocbimv22038344m	CMIP	71.795	110.0
Ocbimv22028860m	MFSD13A	69.643	110.0
Ocbimv22028861m	MFSD13A	69.643	110.0
Ocbimv22010334m	SLMAP	68.966	110.0
Ocbimv22035305m	TOP1MT	65.625	110.0
Ocbimv22035306m	TOP1MT	65.625	110.0
Ocbimv22004561m	MRPL45	62.687	110.0
Ocbimv22037700m	ZNF433	62.687	110.0
Ocbimv22018344m	SRXN1	61.905	110.0
Ocbimv22018345m	SRXN1	61.905	110.0
Ocbimv22026389m	SCO2	59.701	110.0
Ocbimv22011188m	ZNF627	55.714	110.0
Ocbimv22015612m	BNIP1	55.67	110.0
Ocbimv22005833m	ZNF83	52.564	110.0
Ocbimv22014575m	ZNF93	50.617	110.0
Ocbimv22027962m	UTP11	50.0	110.0
Ocbimv22013995m	ANKRD13C	49.438	110.0
Ocbimv22016550m	description:novel	48.649	110.0
Ocbimv22030833m	SH3BP5	48.077	110.0
Ocbimv22035459m	NAGLU	46.591	110.0
Ocbimv22012560m	ZSCAN25	43.956	110.0
Ocbimv22002177m	RMI1	41.905	110.0
Ocbimv22021393m	ZNF236	37.168	110.0
Ocbimv22025741m	ZNF260	36.842	110.0
Ocbimv22038881m	SMCR8	36.719	110.0
Ocbimv22038882m	SMCR8	36.719	110.0
Ocbimv22037778m	ARHGAP5	32.308	110.0
Ocbimv22031183m	PLIN4	21.271	110.0
Ocbimv22020226m	UNKL	80.702	111.0
Ocbimv22015150m	RPS23	80.0	111.0
Ocbimv22039213m	IDH1	79.31	111.0
Ocbimv22007064m	ANAPC10	76.923	111.0
Ocbimv22010131m	CADPS	72.308	111.0
Ocbimv22021848m	SCAI	70.968	111.0
Ocbimv22024261m	KCTD2	69.231	111.0
Ocbimv22023663m	EEPD1	67.647	111.0
Ocbimv22003056m	ORMDL2	66.667	111.0
Ocbimv22008623m	CBLB	66.102	111.0
Ocbimv22033142m	TMEM222	65.574	111.0
Ocbimv22020250m	MCC	62.963	111.0
Ocbimv22015352m	NAPRT	62.821	111.0
Ocbimv22015354m	NAPRT	62.821	111.0
Ocbimv22013252m	RBM18	60.494	111.0
Ocbimv22015213m	CDA	59.494	111.0
Ocbimv22029660m	KCNN2	59.42	111.0
Ocbimv22029661m	KCNN2	59.42	111.0
Ocbimv22007405m	BIVM-ERCC5	58.904	111.0
Ocbimv22007797m	ZFAND3	56.944	111.0
Ocbimv22038115m	SMARCE1	56.25	111.0
Ocbimv22038117m	SMARCE1	56.25	111.0
Ocbimv22025335m	MRGBP	55.844	111.0
Ocbimv22005237m	ZNF257	55.696	111.0
Ocbimv22019925m	MLH3	55.696	111.0
Ocbimv22001295m	PTDSS1	52.055	111.0
Ocbimv22004187m	METTL4	51.282	111.0
Ocbimv22022606m	CBS	50.588	111.0
Ocbimv22022607m	CBS	50.588	111.0
Ocbimv22022608m	CBS	50.588	111.0
Ocbimv22007564m	HUS1	50.575	111.0
Ocbimv22008892m	TTC27	50.0	111.0
Ocbimv22032752m	RBKS	49.6	111.0
Ocbimv22030655m	MT-ND5	48.454	111.0
Ocbimv22000571m	ZNF749	48.276	111.0
Ocbimv22018435m	INSC	48.113	111.0
Ocbimv22035891m	ZUP1	47.619	111.0
Ocbimv22035892m	ZUP1	47.619	111.0
Ocbimv22026136m	ZNF418	43.617	111.0
Ocbimv22036588m	ARG2	43.529	111.0
Ocbimv22021392m	ZNF236	42.553	111.0
Ocbimv22037530m	KICS2	42.342	111.0
Ocbimv22037531m	KICS2	42.342	111.0
Ocbimv22037532m	KICS2	42.342	111.0
Ocbimv22037533m	KICS2	42.342	111.0
Ocbimv22021387m	ZNF236	41.346	111.0
Ocbimv22021388m	ZNF236	41.346	111.0
Ocbimv22039559m	FAAH	40.769	111.0
Ocbimv22009032m	BORCS8	40.404	111.0
Ocbimv22004905m	SEL1L3	37.121	111.0
Ocbimv22000060m	ZNF865	36.641	111.0
Ocbimv22019937m	description:novel	36.434	111.0
Ocbimv22034156m	CCDC39	30.719	111.0
Ocbimv22033471m	SYCP1	29.146	111.0
Ocbimv22021088m	RPS27L	88.0	112.0
Ocbimv22026579m	SNRPA	86.538	112.0
Ocbimv22025348m	CRIPT	84.0	112.0
Ocbimv22018737m	HPD	83.333	112.0
Ocbimv22029489m	TPST2	78.947	112.0
Ocbimv22000650m	DOT1L	73.494	112.0
Ocbimv22007465m	EXOSC3	67.797	112.0
Ocbimv22038131m	DMXL1	67.797	112.0
Ocbimv22038132m	DMXL1	67.797	112.0
Ocbimv22038133m	DMXL1	67.797	112.0
Ocbimv22024121m	MEMO1	67.213	112.0
Ocbimv22001980m	PSMD3	64.286	112.0
Ocbimv22034676m	ZNF572	62.857	112.0
Ocbimv22014137m	description:novel	60.811	112.0
Ocbimv22034291m	BTBD7	58.108	112.0
Ocbimv22036187m	FRY	54.321	112.0
Ocbimv22012580m	ZNF69	50.0	112.0
Ocbimv22031938m	TTC37	48.421	112.0
Ocbimv22034049m	ZNF7	47.312	112.0
Ocbimv22037957m	MRPS7	46.364	112.0
Ocbimv22003541m	METTL7A	43.636	112.0
Ocbimv22039002m	SZT2	42.574	112.0
Ocbimv22039003m	SZT2	42.574	112.0
Ocbimv22014581m	TOR1B	41.667	112.0
Ocbimv22033749m	ZNF846	41.284	112.0
Ocbimv22003665m	NUP37	36.667	112.0
Ocbimv22021653m	ZNF433	34.821	112.0
Ocbimv22021654m	ZNF433	34.821	112.0
Ocbimv22021655m	ZNF433	34.821	112.0
Ocbimv22030235m	LONP2	90.385	113.0
Ocbimv22005026m	SLC7A1	78.873	113.0
Ocbimv22004613m	DOCK7	75.41	113.0
Ocbimv22026677m	DTWD2	70.0	113.0
Ocbimv22008459m	NDUFS1	66.154	113.0
Ocbimv22031081m	PDCL3	65.217	113.0
Ocbimv22014437m	B3GLCT	64.179	113.0
Ocbimv22037012m	ZNF670	63.235	113.0
